Scraped At,Top Section,Subcategory,Product Name,Brand (heuristic/listing),Price,Original Price,Discount,Rating (listing),Rating (detail),Reviews Count (listing),Reviews Count (detail),Target Audience,Availability,Seller,Product URL,Image URL (listing),Image URLs (detail),Short Description,Full Description,Breadcrumb,Page
2026-06-01 11:53:21,Accessories,(All),"JVG Bike Body Cover for Hero Splendor Plus ( Pack of 1 ) , Blue",JVG,Rs. 226,Rs. 599,62% Off,(277),4.3,277,0,Unspecified,In Stock,,https://www.snapdeal.com/product/jvg-bike-body-cover-for/623213842225,,"https://g.sdlcdn.com/imgs/k/y/1/JVG-Bike-Body-Cover-for-SDL930763218-1-dffb9.jpg, https://g.sdlcdn.com/imgs/k/y/1/JVG-Bike-Body-Cover-for-SDL930763218-2-16113.jpg, https://g.sdlcdn.com/imgs/k/y/1/JVG-Bike-Body-Cover-for-SDL930763218-3-1ddd3.jpg, https://g.sdlcdn.com/imgs/k/y/1/JVG-Bike-Body-Cover-for-SDL930763218-4-3cb57.jpg",,"JVG
Pattern:Striped
Material:Matty
Color:Blue
Compatible Model Name:Splendor Plus
Vehicle Brand:Hero
Pack:Pack of 1
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Black Blue Bike Body Cover For Splendor Plus New
SUPC: SDL930763218",,1
2026-06-01 11:53:25,Accessories,(All),Pari Collection Short Handle Back Scrubber,Pari,Rs. 128,Rs. 499,74% Off,(13524),4.1,13524,0,Unspecified,In Stock,,https://www.snapdeal.com/product/pari-collection-short-handle-back/626019896609,,"https://g.sdlcdn.com/imgs/j/p/a/Pari-Collection-Short-Handle-Back-SDL573128669-1-1f72d.jpg, https://g.sdlcdn.com/imgs/j/p/a/Pari-Collection-Short-Handle-Back-SDL573128669-2-49fb7.jpg, https://g.sdlcdn.com/imgs/j/p/a/Pari-Collection-Short-Handle-Back-SDL573128669-3-bd0a2.jpg, https://g.sdlcdn.com/imgs/j/p/a/Pari-Collection-Short-Handle-Back-SDL573128669-4-a7164.jpg, https://g.sdlcdn.com/imgs/j/p/a/Pari-Collection-Short-Handle-Back-SDL573128669-5-b6c41.jpg",,"Pari Collection
Type:Back Scrubber
Application Area:Body
Used as:Multipurpose
Skin Type:All
Head Type:Two Headed
Handle Type:Short Handle
Handle Material:Others
Ideal For:Men & Women
Benefits / Features:Exfoliating
Lasts Upto(in days):2
Expiry Date (DD/MM/YY):31-12-2027
SUPC: SDL573128669",,1
2026-06-01 11:53:28,Accessories,(All),KVA Tubeless Tyre Puncture Repair Kit 5 - 10 Strips,KVA,Rs. 187,Rs. 599,69% Off,(5710),4.2,5710,0,Unspecified,In Stock,,https://www.snapdeal.com/product/kva-tubeless-tyre-puncture-repair/640786258489,,https://g.sdlcdn.com/imgs/j/s/2/KVA-Tubeless-Tyre-Puncture-Repair-SDL100975691-1-17064.jpeg,,"KVA
No. of Puncture Strips:5 - 10
Nose Plier:Yes
Strip Cutter:Yes
Glue:Yes
Box Contents:Puncture Kit, Cutter, Nose Pliers, Glue
SUPC: SDL100975691",,1
2026-06-01 11:53:33,Accessories,(All),"HD Glass Frameless Round Convex Rear View Blind Spot Mirror Cars/Trucks/Vans (2"") -Pack of 2",HD,Rs. 100,Rs. 499,80% Off,(9),4.4,9,0,Unspecified,In Stock,,https://www.snapdeal.com/product/carfrill-side-mirror-visor-assorted/621983665710,,"https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-1-4c6e2.jpg, https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-2-9aeaf.jpg, https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-3-d8557.jpg, https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-4-fff84.jpg, https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-5-636ee.jpg, https://g.sdlcdn.com/imgs/k/2/c/CarFrill-Side-Mirror-Visor-Assorted-SDL387879052-6-c34c6.jpg",,"CarFrill
Colour:Assorted
No. of Units:Set of 2
Box Contents:2Pcs Blind Spot Mirrors
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Blind Spot Mirrors
SUPC: SDL387879052",,1
2026-06-01 11:53:36,Accessories,(All),KRAMOX Blue Eye Mask,KRAMOX,Rs. 147,Rs. 876,83% Off,(52),4.1,52,0,Unspecified,In Stock,,https://www.snapdeal.com/product/kramox-blue-eye-mask/651185042189,,"https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-1-99288.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-2-cd7ff.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-3-4c099.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-4-3a722.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-5-a5a29.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-6-59032.png, https://g.sdlcdn.com/imgs/k/5/1/KRAMOX-Blue-Eye-Mask-SDL214715299-7-4784d.png",,"KRAMOX
Type:Eye Mask
Color:Blue
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL214715299",,1
2026-06-01 11:53:40,Accessories,(All),NISKO Silver Steel Storage Racks ( Pack of 1 ),NISKO,Rs. 311,"Rs. 1,299",76% Off,(9),4.1,9,0,Unspecified,In Stock,,https://www.snapdeal.com/product/nisko-silver-steel-storage-racks/661974928564,https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-1-11681.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-1-11681.jpg, https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-2-30681.jpg, https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-3-81a07.jpg, https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-4-9b094.jpg, https://g.sdlcdn.com/imgs/l/m/w/NISKO-Silver-Steel-Storage-Racks-SDL606468896-5-32d45.jpg",,"NISKO
Type:Storage Racks
Material:Steel
Color:Silver
Weight Carrying Capacity (g):3000
Warranty:Not Available
Key Features:Rust Resistant
Pack:Pack of 1
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:double shelf 02
SUPC: SDL606468896",,1
2026-06-01 11:53:44,Accessories,(All),"Lenovo Tab M10 (10.1"") / TB-X605L Flip Cover By Cutesy Black",Lenovo,Rs. 397,Rs. 999,60% Off,(3),4.0,3,0,Unspecified,In Stock,,https://www.snapdeal.com/product/lenovo-tab-m10-101-tbx605l/640371479657,https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-1-4bf27.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-1-4bf27.jpg, https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-2-009db.jpg, https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-3-e31f2.jpg, https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-4-b99c0.jpg, https://g.sdlcdn.com/imgs/k/y/k/Lenovo-Tab-M10-10-1-SDL441644862-5-f5008.jpg",,"Compatible Tablet Model:Lenovo Tab M10 (10.1"") / TB-X605L
Type:Flip Cover
Designer case
Dust proof
Viewing stand
Light weight
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:10RotLnov
SUPC: SDL441644862",,1
2026-06-01 11:53:48,Accessories,(All),Ghazian Silver Wrought Iron Double Rod Bracket ( Pack of 8 ),Ghazian,Rs. 308,Rs. 999,69% Off,(25),4.4,25,0,Unspecified,In Stock,,https://www.snapdeal.com/product/ghazian-silver-wrought-iron-double/672953505800,https://g.sdlcdn.com/imgs/k/7/4/Ghazian-Silver-Wrought-Iron-Double-SDL915355758-1-2bdde.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/7/4/Ghazian-Silver-Wrought-Iron-Double-SDL915355758-1-2bdde.jpg, https://g.sdlcdn.com/imgs/k/7/4/Ghazian-Silver-Wrought-Iron-Double-SDL915355758-2-45fe9.jpg, https://g.sdlcdn.com/imgs/k/7/4/Ghazian-Silver-Wrought-Iron-Double-SDL915355758-3-7d206.jpg, https://g.sdlcdn.com/imgs/k/7/4/Ghazian-Silver-Wrought-Iron-Double-SDL915355758-4-88bb2.jpg",,"Brackets Size (LxBxH in cm):3.5x6x2.5
Suitable for Rod Diameter:2.5 cm
Material:Wrought Iron
Color:Silver
Type:Double Rod Bracket
Accessories included:8
Pack:Pack of 8
Finish:Glossy
Sustainable:Sustainable
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Sdb8
SUPC: SDL915355758",,1
2026-06-01 11:53:51,Accessories,(All),"THRIFTKART - 2 in 1 OTG Adapter, OTG Adapter Micro USB Type c, All in 1 Multi OTG Connector for Mobile OTG hub USB 3.0 High Speed Data Transfer Converter for Android (Pack of 2)",THRIFTKART,Rs. 198,Rs. 499,60% Off,(12),4.8,12,0,Unspecified,In Stock,,https://www.snapdeal.com/product/thriftkart-2-in-1-otg/670365321105,https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-1-0fea5.jpeg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-1-0fea5.jpeg, https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-2-5802a.jpg, https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-3-17fc8.jpg, https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-4-fcfe6.jpg, https://g.sdlcdn.com/imgs/l/a/5/THRIFTKART-2-in-1-OTG-SDL635222692-5-2f387.jpg",,"Warranty:Not Available
Model Name/Number:2 in 1 OTG Adapter
SUPC: SDL635222692",,1
2026-06-01 11:53:55,Accessories,(All),Double Spring Tummy Trimmer For Workout & Heavy Resistance Tube Ab Exerciser,Double,Rs. 426,"Rs. 1,499",72% Off,(122),4.2,122,0,Unspecified,In Stock,,https://www.snapdeal.com/product/ouble-spring-tummy-trimmer-for/636294218331,https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-1-e218e.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-1-e218e.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-2-550a5.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-3-f334d.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-4-97cb5.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-5-27d6d.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-6-0a3f2.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-7-0a446.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-8-9d943.jpg, https://g.sdlcdn.com/imgs/k/v/e/ouble-Spring-Tummy-Trimmer-For-SDL494930097-9-e9a77.jpg",,"BIS/ISI required:NA
Model Name/Number:DOUBLE TUMMY TRIMMER AND DOUBLE TONING TUBE
BIS/ISI License number:NA
Color:Red
SUPC: SDL494930097",,1
2026-06-01 11:53:59,Accessories,(All),UNAGARRISE Multicolor Plastic Shower Cap ( Pack of 3 ),UNAGARRISE,Rs. 125,Rs. 249,50% Off,(158),4.3,158,0,Unspecified,In Stock,,https://www.snapdeal.com/product/unagarrise-multicolor-plastic-shower-cap/646894562127,https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-1-a3dd0.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-1-a3dd0.jpg, https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-2-b7939.jpg, https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-3-2acb4.jpg, https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-4-23890.jpg, https://g.sdlcdn.com/imgs/k/2/b/UNAGARRISE-Multicolor-Plastic-Shower-Cap-SDL614811276-5-f5498.jpg",,"UNAGARRISE
Material:Plastic
Product Length in cm:10
Product width in cm:10
Color:Multicolor
Design:Floral
Pack:Pack of 3
Closure:Slip-On
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:Waterproof Shower Cap
SUPC: SDL614811276",,1
2026-06-01 11:54:03,Accessories,(All),Portronics 20000 -mAh 22.5W Li-Polymer Power Bank,Portronics,"Rs. 1,699","Rs. 2,999",43% Off,(36),4.1,36,0,Unspecified,In Stock,,https://www.snapdeal.com/product/portronics-20000-mah-225w-lipolymer/642892659655,https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-1-d2da3.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-1-d2da3.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-2-c4cb5.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-3-d6d9b.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-4-46ac8.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-5-00481.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-6-65c20.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-7-2daf3.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-8-d95d1.jpg, https://g.sdlcdn.com/imgs/k/r/b/Portronics-20000-mAh-22-5W-SDL964871258-9-13302.jpg",,"Portronics
Battery Type:Li-Polymer
mAh ( Capacity):20000
No of Output Ports:2
Output Power:22.5W
Warranty:1 Year
Charging Time:Upto 5h
Color:Black
Connectors:Micro USB & Type - C
In the Box Contents:Power Bank 1N, Charging Cable 1N, Documentation 1N
Power Source:DC Adaptor
Display:Yes
Input Power:5V/2.1A
Warranty Type:Brand Warranty
Height (mm):30
Length (mm):186
Breadth (mm):100
Product Weight (g):380
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL964871258",,1
2026-06-01 11:54:07,Accessories,(All),Hybite 2-Mics 1 in Wireless Microphone,Hybite,Rs. 433,"Rs. 1,999",78% Off,(212),3.9,212,0,Unspecified,In Stock,,https://www.snapdeal.com/product/hybite-2mics-1-in-wireless/641350096446,https://g.sdlcdn.com/imgs/k/w/f/Hybite-2-Mics-1-in-SDL616757184-1-34fb2.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/w/f/Hybite-2-Mics-1-in-SDL616757184-1-34fb2.jpg, https://g.sdlcdn.com/imgs/k/w/f/Hybite-2-Mics-1-in-SDL616757184-2-a361c.jpg, https://g.sdlcdn.com/imgs/k/w/f/Hybite-2-Mics-1-in-SDL616757184-3-5231c.jpg, https://g.sdlcdn.com/imgs/k/w/f/Hybite-2-Mics-1-in-SDL616757184-4-9bd45.jpg",,"Model Name:2-Mics 1 in Wireless
Color:Black
Box Content:2-Mics 1 receiver iPhone connector
Compatible Model:iOS Devices, Tablets Any Type C Ports
Connector Type:Others
Warranty:Not Available
BIS/ISI required:NA
BIS/ISI License number:NA
SUPC: SDL616757184",,1
2026-06-01 11:54:11,Accessories,(All),Finest Sleek Pencil Skipping Rope Gym Fitness,Finest,Rs. 129,Rs. 299,57% Off,(34),4.5,34,0,Unspecified,In Stock,,https://www.snapdeal.com/product/fitmonkey-black-skipping-rope-pack/656277462401,https://g.sdlcdn.com/imgs/k/i/u/SDL218764532_1-65655.jpeg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/i/u/SDL218764532_1-65655.jpeg, https://g.sdlcdn.com/imgs/k/j/a/SDL192726695_SDL217763023_SDL172912409_SDL158636760_SDL218764532_SDL176973968_-86460.jpg, https://g.sdlcdn.com/imgs/k/i/u/SDL218764532_2-15e13.jpg, https://g.sdlcdn.com/imgs/k/i/u/SDL218764532_3-dfdbf.jpg, https://g.sdlcdn.com/imgs/k/i/u/SDL218764532_4-e4912.jpg, https://g.sdlcdn.com/imgs/k/i/u/1_1_-1e3f4.jpeg, https://g.sdlcdn.com/imgs/k/i/u/1_2_-dcefe.jpeg, https://g.sdlcdn.com/imgs/k/l/3/FITMonkey-Black-Skipping-Rope-Pack-SDL218764532-12-b1e50.jpg",,"Package Contents:1 Pencil Skipping Rope
Color:Black
Automatic Counter:No
Handle Material:Plastic
Length (in feet):8,9
Type:Skipping Rope
Material:PVC
Pack:Pack of 1
SUPC: SDL218764532",,1
2026-06-01 11:54:15,Accessories,(All),"AJRO DEAL Plastic Green 500 mL Shaker,Bottle ( Pack of 1 )",AJRO,Rs. 172,Rs. 799,78% Off,(26),4.2,26,0,Unspecified,In Stock,,https://www.snapdeal.com/product/ajro-deal-plastic-blue-500/681481198798,https://g.sdlcdn.com/imgs/k/y/m/AJRO-DEAL-Plastic-Green-500-SDL465850333-1-7e983.png?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/y/m/AJRO-DEAL-Plastic-Green-500-SDL465850333-1-7e983.png, https://g.sdlcdn.com/imgs/k/y/m/AJRO-DEAL-Plastic-Green-500-SDL465850333-2-5ff32.png, https://g.sdlcdn.com/imgs/k/y/m/AJRO-DEAL-Plastic-Green-500-SDL465850333-3-498fd.png, https://g.sdlcdn.com/imgs/k/y/m/AJRO-DEAL-Plastic-Green-500-SDL465850333-4-b13ff.png",,"Material:Plastic
Type:Shaker,Bottle
Color:Green
BPA Free:Yes
Capacity (in ml):500
mL
Leak Proof:Yes
Pack:Pack of 1
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL465850333",,1
2026-06-01 11:54:19,Accessories,(All),"Adjustable Hand Grip Strengthener, Hand Gripper With Counter for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise, Finger Exercise Power Gripper - 60kg",Adjustable,Rs. 192,Rs. 999,81% Off,(275),4.3,275,0,Female,In Stock,,https://www.snapdeal.com/product/adjustable-hand-grip-strengthener-hand/669397087428,https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-1-3c3a2.jpg?w=220&h=258&sharp=7,"https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-1-3c3a2.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-2-5a523.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-3-9eb5f.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-4-f4db2.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-5-44cf3.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-6-1d12c.jpg, https://g.sdlcdn.com/imgs/k/y/k/Adjustable-Hand-Grip-Strengthener-Hand-SDL660086513-7-9b2cd.jpg",,"Adjustable:Yes
Weight:200 g
Color:Black
Material:Steel,Plastic
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL660086513",,1
2026-06-01 11:54:23,Accessories,(All),1Pcs Sport Wrist Wraps Straps Gym Crossfit Fitness Gloves Weightlifting Sports Wristband Crossfit Wrist Bracer Support Hand Band 16 Inch,1Pcs,Rs. 149,Rs. 350,57% Off,(90),3.8,90,0,Unspecified,In Stock,,https://www.snapdeal.com/product/1pcs-sport-wrist-wraps-straps/661894518957,https://g.sdlcdn.com/imgs/i/o/y/1Pcs-Sport-Wrist-Wraps-Straps-SDL484466557-1-4a246.jpg?w=220&h=258&sharp=7,https://g.sdlcdn.com/imgs/i/o/y/1Pcs-Sport-Wrist-Wraps-Straps-SDL484466557-1-4a246.jpg,,"Colour:Multi
Material:Nylon
Size:One Size
Type:Wrist
SUPC: SDL484466557",,1
2026-06-01 11:54:27,Accessories,(All),COSCAT Mini Portable Usb Hand Fan Built-In Rechargeable Battery Operated Summer Cooling Mini Fan With Standing Holder Handy Base For Home Office Indoor Outdoor Travel,COSCAT,Rs. 187,Rs. 999,81% Off,(83),3.5,83,0,Unspecified,In Stock,,https://www.snapdeal.com/product/coscat-mini-portable-usb-hand/624995482391,,"https://g.sdlcdn.com/imgs/k/6/1/COSCAT-Mini-Portable-Usb-Hand-SDL126068836-1-edcbe.jpg, https://g.sdlcdn.com/imgs/k/6/1/COSCAT-Mini-Portable-Usb-Hand-SDL126068836-2-ae3e3.jpg, https://g.sdlcdn.com/imgs/k/6/1/COSCAT-Mini-Portable-Usb-Hand-SDL126068836-3-f3c2f.jpg, https://g.sdlcdn.com/imgs/k/6/1/COSCAT-Mini-Portable-Usb-Hand-SDL126068836-4-f1fea.jpg, https://g.sdlcdn.com/imgs/k/6/1/COSCAT-Mini-Portable-Usb-Hand-SDL126068836-5-e82c5.jpg",,"Color:Multi
Type:Portable Fan
Package Contents:1
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL126068836",,1
2026-06-01 11:54:30,Accessories,(All),"Navneet Youva 10"" x 12"" Cotton Medium Grain Canvas Board (Set of 3) (Multicolor)",Navneet,Rs. 202,Rs. 270,25% Off,(4),4.0,4,0,Unspecified,In Stock,,https://www.snapdeal.com/product/navneet-youva-10-x-12/626179956058,,"https://g.sdlcdn.com/imgs/k/f/q/Navneet-Youva-10-x-12-SDL883297971-1-f567f.jpg, https://g.sdlcdn.com/imgs/k/f/q/Navneet-Youva-10-x-12-SDL883297971-2-52276.jpg, https://g.sdlcdn.com/imgs/k/f/q/Navneet-Youva-10-x-12-SDL883297971-3-4c971.jpg, https://g.sdlcdn.com/imgs/k/f/q/Navneet-Youva-10-x-12-SDL883297971-4-cdc85.jpg, https://g.sdlcdn.com/imgs/k/f/q/Navneet-Youva-10-x-12-SDL883297971-5-c093b.jpg",,"NAVNEET
Color:White
Product Length (In CM):30.48
Product Width (In CM):1
Product Height (In CM):25.4
Product Weight( in gms):500
SUPC: SDL883297971",,1
2026-06-01 11:54:34,Accessories,(All),Baxparrow Black Waist Bag,Baxparrow,Rs. 180,Rs. 999,82% Off,(187),4.4,187,0,Unspecified,In Stock,,https://www.snapdeal.com/product/baxparrow-black-waist-bag/635263845154,,"https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-1-84c68.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-2-17e52.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-3-4b7ce.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-4-0059f.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-5-4e93e.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-6-7b69d.png, https://g.sdlcdn.com/imgs/l/c/y/Baxparrow-Black-Waist-Bag-SDL996806672-7-b082e.png",,"Baxparrow
Color:Black
Dimensions (LxHxW) in cm:13x7x6
Closure:Zip
Suitable For:Unisex
Type:Waist Bag
Pack:Pack of 1
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:BXPWB-BLACK-003
SUPC: SDL996806672",,1
2026-06-01 11:54:38,Accessories,(All),BAWALY Gold Men's Regular Keychain ( Pack of 1 ),BAWALY,Rs. 177,Rs. 599,70% Off,(444),4.2,444,0,Male,In Stock,,https://www.snapdeal.com/product/bawaly-gold-mens-regular-keychain/647128523718,,"https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-1-cf0b7.jpg, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-2-09a7f.png, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-3-6ee36.jpg, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-4-051fd.jpg, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-5-66c84.jpg, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-6-f15d8.jpg, https://g.sdlcdn.com/imgs/k/3/c/BAWALY-Gold-Men-s-Regular-SDL488990742-7-45930.jpg",,"Material:Metal
BAWALY
Secondary Color:Gold
Pack:Pack of 1
Type:Regular Keychain
Color:Gold
Combo Product Colors:Gold
BIS/ISI License number:NA
BIS/ISI required:NA
Style Code/Name:Portable Mini Knife Keychain Bras, Mini Pocket Knife Keychain
SUPC: SDL488990742",,1
2026-06-01 11:54:41,Accessories,(All),NISKO Black Steel Storage Racks ( Pack of 1 ),NISKO,Rs. 265,"Rs. 1,499",82% Off,(3),4.0,3,0,Unspecified,In Stock,,https://www.snapdeal.com/product/nisko-black-steel-storage-racks/631914407418,,"https://g.sdlcdn.com/imgs/l/l/0/NISKO-Black-Steel-Storage-Racks-SDL658665630-1-92006.jpg, https://g.sdlcdn.com/imgs/l/l/0/NISKO-Black-Steel-Storage-Racks-SDL658665630-2-2df85.jpg, https://g.sdlcdn.com/imgs/l/l/0/NISKO-Black-Steel-Storage-Racks-SDL658665630-3-b28f6.jpg, https://g.sdlcdn.com/imgs/l/l/0/NISKO-Black-Steel-Storage-Racks-SDL658665630-4-e7935.jpg, https://g.sdlcdn.com/imgs/l/l/0/NISKO-Black-Steel-Storage-Racks-SDL658665630-5-902f0.jpg",,"NISKO
Type:Storage Racks
Material:Steel
Color:Black
Weight Carrying Capacity (g):10000
Warranty:Not Available
Key Features:Wall Mount
Pack:Pack of 1
BIS/ISI License number:NA
BIS/ISI required:NA
Model Name/Number:foldable rack 01
SUPC: SDL658665630",,1
